Job Title,Company,Location,Employment Type,Skills,Experience_Level,Salary_USD,Date_Posted
AWS Solutions Architect,Salesforce,"Chicago, IL",Contract,"Google Cloud, DevOps, AWS, Python",Senior,121375,8/21/2024
Cloud Architect,Oracle,"Austin, TX",Part-time,"Azure, Java, Google Cloud, Python",Mid-level,183710,9/27/2023
Cloud Architect,Google,"New York, NY",Full-time,"Kubernetes, CI/CD, Azure, Java, DevOps",Entry-level,109089,2/14/2024
AWS Solutions Architect,IBM,"Boston, MA",Full-time,"Azure, Python, Google Cloud, DevOps, Terraform",Mid-level,180556,5/9/2021
DevOps Engineer,IBM,"Seattle, WA",Part-time,"AWS, Google Cloud, Docker",Director,122630,8/30/2020
Cloud Architect,Salesforce,"New York, NY",Contract,"AWS, Python, CI/CD, Kubernetes",Director,187555,11/27/2022
DevOps Engineer,Google,"New York, NY",Full-time,"CI/CD, Kubernetes, Docker, Google Cloud",Senior,103873,3/7/2021
AWS Solutions Architect,Oracle,"Boston, MA",Remote,"Java, Google Cloud, Docker, Kubernetes, AWS",Entry-level,170850,6/7/2023
DevOps Engineer,Amazon,"San Francisco, CA",Remote,"Google Cloud, Python, Terraform, AWS, DevOps",Senior,113058,2/16/2021
AWS Solutions Architect,Amazon,"Boston, MA",Full-time,"Azure, AWS, CI/CD, Terraform",Senior,142860,8/4/2023
Cloud Consultant,VMware,"Chicago, IL",Remote,"Terraform, Docker, Google Cloud, Java, Azure",Mid-level,138127,12/29/2023
Senior Cloud Engineer,VMware,"Seattle, WA",Contract,"CI/CD, Python, Kubernetes, AWS",Lead,141138,5/16/2021
Cloud Architect,Cisco,"Seattle, WA",Part-time,"Python, AWS, CI/CD, Azure",Director,112985,1/24/2020
AWS Solutions Architect,Adobe,"Austin, TX",Part-time,"AWS, DevOps, Azure, CI/CD",Mid-level,177350,11/4/2024
DevOps Engineer,Cisco,"Chicago, IL",Contract,"Java, DevOps, Terraform, Azure, AWS",Mid-level,114075,9/20/2022
AWS Solutions Architect,Salesforce,"Austin, TX",Contract,"Google Cloud, Python, Azure, Kubernetes",Lead,149780,6/27/2022
Cloud Consultant,IBM,"San Francisco, CA",Full-time,"Python, AWS, Azure, Terraform",Director,98380,7/29/2023
Cloud Consultant,Amazon,"Austin, TX",Remote,"Docker, Python, CI/CD, Java, Terraform",Director,171318,1/24/2024
Senior Cloud Engineer,VMware,"Seattle, WA",Remote,"AWS, Java, DevOps, Google Cloud",Entry-level,161022,11/7/2019
Cloud Architect,Microsoft,"Seattle, WA",Full-time,"Google Cloud, AWS, Kubernetes, Terraform",Lead,164180,9/1/2024
Cloud Architect,Amazon,"Boston, MA",Contract,"AWS, Terraform, Docker, Google Cloud, DevOps",Lead,100015,6/29/2019
AWS Solutions Architect,Cisco,"Seattle, WA",Full-time,"Docker, Google Cloud, DevOps",Mid-level,193599,2/23/2025
Senior Cloud Engineer,VMware,"New York, NY",Full-time,"AWS, Azure, Python",Director,129833,5/3/2023
Cloud Consultant,Accenture,"Austin, TX",Full-time,"Docker, Python, CI/CD",Lead,123359,6/27/2021
Cloud Architect,Salesforce,"San Francisco, CA",Contract,"Python, Docker, AWS, Terraform",Entry-level,194149,11/1/2022
Senior Cloud Engineer,Cisco,"San Francisco, CA",Part-time,"Terraform, Docker, Python, CI/CD",Director,91038,12/17/2021
DevOps Engineer,Salesforce,"Austin, TX",Remote,"Kubernetes, AWS, Terraform",Senior,146063,3/31/2020
Senior Cloud Engineer,IBM,"Austin, TX",Remote,"Python, Docker, Google Cloud, DevOps",Senior,181763,12/24/2023
DevOps Engineer,Cisco,"Chicago, IL",Contract,"CI/CD, Kubernetes, Docker",Mid-level,178759,1/1/2022
Cloud Consultant,IBM,"San Francisco, CA",Part-time,"CI/CD, Python, Google Cloud, AWS, Terraform",Lead,169548,5/17/2022
AWS Solutions Architect,Microsoft,"Seattle, WA",Part-time,"AWS, DevOps, Google Cloud, Docker, Python",Mid-level,99494,1/10/2024
Cloud Consultant,Salesforce,"Chicago, IL",Part-time,"Python, Azure, CI/CD, Docker",Director,136330,3/8/2020
DevOps Engineer,Salesforce,"Seattle, WA",Contract,"Azure, Docker, AWS, Terraform",Entry-level,172534,1/17/2025
Cloud Consultant,Cisco,"San Francisco, CA",Remote,"Kubernetes, Python, Azure, Google Cloud",Entry-level,124003,11/17/2019
DevOps Engineer,Amazon,"Austin, TX",Remote,"Java, Docker, Kubernetes, Azure",Director,116547,9/16/2024
DevOps Engineer,Accenture,"Austin, TX",Remote,"Google Cloud, Java, Python",Entry-level,138695,7/12/2021
DevOps Engineer,Adobe,"Seattle, WA",Contract,"Kubernetes, Terraform, CI/CD, Azure",Entry-level,177115,7/4/2020
Cloud Architect,IBM,"Seattle, WA",Contract,"CI/CD, Java, Docker",Entry-level,155884,5/5/2021
AWS Solutions Architect,Oracle,"Austin, TX",Remote,"AWS, Google Cloud, Docker, Python, Azure",Director,129948,4/24/2022
Senior Cloud Engineer,Oracle,"Austin, TX",Part-time,"Java, Google Cloud, AWS",Lead,108489,9/16/2021
Cloud Consultant,Amazon,"San Francisco, CA",Full-time,"AWS, Kubernetes, Google Cloud, Terraform",Lead,158373,12/24/2020
Cloud Consultant,Google,"Boston, MA",Full-time,"Azure, DevOps, Kubernetes, Google Cloud",Senior,126859,6/22/2020
Cloud Architect,Microsoft,"San Francisco, CA",Part-time,"CI/CD, Docker, AWS, Google Cloud",Mid-level,178241,6/1/2021
DevOps Engineer,Oracle,"San Francisco, CA",Part-time,"Python, Google Cloud, Java, Kubernetes",Senior,111739,2/7/2022
AWS Solutions Architect,Amazon,"New York, NY",Contract,"DevOps, Java, Python, AWS, Azure",Director,154814,10/5/2024
Cloud Architect,Cisco,"Chicago, IL",Remote,"Terraform, Docker, DevOps",Entry-level,167650,8/1/2023
AWS Solutions Architect,Microsoft,"San Francisco, CA",Part-time,"DevOps, Kubernetes, Google Cloud, AWS, Java",Director,107008,11/27/2022
AWS Solutions Architect,Accenture,"San Francisco, CA",Contract,"Google Cloud, CI/CD, Terraform, Azure, Kubernetes",Senior,145706,2/29/2020
AWS Solutions Architect,Microsoft,"Boston, MA",Part-time,"DevOps, Kubernetes, Azure, AWS",Lead,166269,10/2/2019
Cloud Architect,Oracle,"Chicago, IL",Contract,"Terraform, Python, Kubernetes",Lead,168094,8/24/2021
Cloud Architect,Oracle,"New York, NY",Full-time,"CI/CD, Google Cloud, DevOps, Python",Lead,199420,8/1/2020
AWS Solutions Architect,Salesforce,"New York, NY",Contract,"Azure, CI/CD, Google Cloud, Terraform",Mid-level,161452,2/12/2024
Senior Cloud Engineer,Google,"Seattle, WA",Remote,"Java, Google Cloud, Python, Azure, Terraform",Lead,130049,3/21/2021
AWS Solutions Architect,VMware,"Chicago, IL",Contract,"Java, Docker, DevOps",Senior,164678,12/14/2020
Senior Cloud Engineer,Salesforce,"New York, NY",Part-time,"CI/CD, Kubernetes, DevOps",Mid-level,92346,9/7/2023
Cloud Architect,Accenture,"Chicago, IL",Contract,"DevOps, CI/CD, Azure, Kubernetes, Google Cloud",Director,136025,10/25/2020
Cloud Consultant,Salesforce,"Chicago, IL",Contract,"DevOps, Python, CI/CD, Docker",Mid-level,182735,9/23/2019
AWS Solutions Architect,Google,"Seattle, WA",Part-time,"DevOps, Kubernetes, Java",Director,124940,3/6/2024
AWS Solutions Architect,Google,"Austin, TX",Remote,"Google Cloud, Azure, DevOps, CI/CD",Mid-level,183704,10/28/2021
Cloud Consultant,Accenture,"Chicago, IL",Contract,"Kubernetes, Azure, Python",Senior,138014,4/19/2024
Senior Cloud Engineer,IBM,"San Francisco, CA",Full-time,"Terraform, Python, Google Cloud",Mid-level,123176,10/28/2020
DevOps Engineer,Salesforce,"Boston, MA",Full-time,"Docker, Java, Google Cloud, AWS",Mid-level,177794,4/25/2021
Cloud Consultant,Google,"Seattle, WA",Contract,"Docker, Terraform, Kubernetes, Python, AWS",Entry-level,122760,1/14/2021
DevOps Engineer,Amazon,"Chicago, IL",Contract,"Docker, Kubernetes, Azure",Senior,145222,1/15/2020
Senior Cloud Engineer,Salesforce,"Seattle, WA",Full-time,"DevOps, Google Cloud, CI/CD, AWS, Docker",Mid-level,182683,2/19/2023
Cloud Architect,Accenture,"San Francisco, CA",Full-time,"AWS, Google Cloud, Terraform",Lead,134676,2/10/2024
DevOps Engineer,Accenture,"Austin, TX",Remote,"Python, Docker, Google Cloud",Lead,158846,4/16/2024
Cloud Consultant,IBM,"Seattle, WA",Full-time,"AWS, Kubernetes, Python, CI/CD, Azure",Lead,174464,9/1/2023
AWS Solutions Architect,Amazon,"Chicago, IL",Full-time,"Terraform, Python, Google Cloud, CI/CD",Mid-level,166774,11/9/2023
Senior Cloud Engineer,VMware,"Chicago, IL",Full-time,"AWS, Python, Java",Mid-level,124911,7/10/2022
Cloud Architect,Cisco,"San Francisco, CA",Part-time,"Terraform, Google Cloud, Docker, CI/CD",Mid-level,165846,12/31/2020
Senior Cloud Engineer,Oracle,"San Francisco, CA",Contract,"Docker, AWS, DevOps",Director,113435,3/19/2023
DevOps Engineer,Salesforce,"New York, NY",Remote,"Kubernetes, CI/CD, AWS, Docker",Lead,94618,11/27/2024
Cloud Consultant,Salesforce,"Chicago, IL",Part-time,"Docker, Kubernetes, Terraform, Google Cloud, Azure",Lead,132680,2/28/2025
Cloud Architect,Cisco,"Chicago, IL",Part-time,"AWS, Azure, CI/CD, DevOps, Kubernetes",Entry-level,95729,7/23/2021
Senior Cloud Engineer,VMware,"New York, NY",Full-time,"AWS, DevOps, Kubernetes",Lead,154083,12/6/2022
Senior Cloud Engineer,Google,"Seattle, WA",Part-time,"Python, Docker, DevOps, Azure, Terraform",Director,132942,10/1/2019
AWS Solutions Architect,Accenture,"Austin, TX",Contract,"Kubernetes, Python, Azure, AWS",Senior,128327,6/8/2023
AWS Solutions Architect,IBM,"Boston, MA",Remote,"Java, Google Cloud, CI/CD, AWS, Python",Senior,110732,11/7/2023
Cloud Consultant,Microsoft,"New York, NY",Remote,"AWS, Terraform, Java, Google Cloud",Mid-level,162573,7/17/2021
Cloud Architect,Cisco,"Austin, TX",Remote,"DevOps, Python, Kubernetes, Terraform, AWS",Lead,115642,9/28/2021
Senior Cloud Engineer,Adobe,"Austin, TX",Part-time,"Kubernetes, Terraform, CI/CD",Director,95204,7/19/2019
Cloud Consultant,IBM,"Seattle, WA",Part-time,"Google Cloud, Docker, Terraform, Python",Entry-level,130698,1/16/2020
AWS Solutions Architect,Adobe,"Austin, TX",Contract,"Terraform, Python, Kubernetes, Azure",Entry-level,161232,5/26/2024
Cloud Architect,Salesforce,"Seattle, WA",Part-time,"DevOps, Kubernetes, Python, Terraform",Entry-level,148940,6/27/2022
Cloud Architect,Amazon,"Chicago, IL",Full-time,"AWS, Python, Kubernetes, CI/CD, Azure",Entry-level,118410,8/6/2022
Senior Cloud Engineer,Accenture,"San Francisco, CA",Contract,"Azure, CI/CD, Java, Terraform, Python",Mid-level,145215,12/26/2023
Cloud Architect,Microsoft,"New York, NY",Remote,"Google Cloud, Kubernetes, Terraform, Docker, AWS",Senior,176339,3/23/2019
DevOps Engineer,Microsoft,"Chicago, IL",Remote,"AWS, Azure, Python, Java, DevOps",Entry-level,132532,7/25/2023
Cloud Architect,Amazon,"Chicago, IL",Remote,"CI/CD, Terraform, Azure, Java, Python",Director,142573,10/16/2022
DevOps Engineer,Accenture,"San Francisco, CA",Part-time,"CI/CD, AWS, DevOps",Lead,143130,12/10/2019
DevOps Engineer,Oracle,"Austin, TX",Remote,"Terraform, Kubernetes, AWS",Lead,163664,1/11/2020
AWS Solutions Architect,Microsoft,"Boston, MA",Remote,"Terraform, Google Cloud, Python, Kubernetes, CI/CD",Mid-level,118852,9/13/2021
AWS Solutions Architect,Google,"New York, NY",Part-time,"Azure, Google Cloud, Terraform",Lead,166163,11/24/2021
DevOps Engineer,Google,"Seattle, WA",Contract,"Azure, Java, DevOps, CI/CD",Director,152325,10/1/2020
AWS Solutions Architect,Cisco,"Chicago, IL",Remote,"CI/CD, Python, Java",Director,120263,1/26/2022
DevOps Engineer,Salesforce,"New York, NY",Contract,"Kubernetes, Docker, Python",Director,126694,9/24/2020
AWS Solutions Architect,Adobe,"Austin, TX",Full-time,"Java, DevOps, CI/CD, Terraform, Azure",Entry-level,96932,10/18/2020
DevOps Engineer,Cisco,"Boston, MA",Full-time,"DevOps, Docker, CI/CD, Java, AWS",Entry-level,141699,11/24/2021
AWS Solutions Architect,Amazon,"San Francisco, CA",Contract,"CI/CD, Azure, Google Cloud, Docker",Mid-level,174136,11/14/2021
DevOps Engineer,Accenture,"Boston, MA",Full-time,"Google Cloud, CI/CD, Kubernetes",Director,125968,4/17/2022
Cloud Architect,Salesforce,"Boston, MA",Contract,"Python, Azure, CI/CD",Director,158548,5/31/2023
DevOps Engineer,Oracle,"Chicago, IL",Remote,"AWS, DevOps, Docker",Director,138058,10/26/2020
AWS Solutions Architect,Google,"Seattle, WA",Contract,"Terraform, Azure, Java, Docker, DevOps",Mid-level,199204,4/28/2024
DevOps Engineer,IBM,"New York, NY",Remote,"Java, Terraform, Kubernetes, Google Cloud, Python",Lead,187810,7/17/2020
DevOps Engineer,Accenture,"Seattle, WA",Part-time,"Google Cloud, Docker, Java, CI/CD",Mid-level,177061,4/6/2019
Cloud Architect,Cisco,"New York, NY",Full-time,"Azure, Terraform, Docker, Google Cloud",Mid-level,168166,6/17/2020
Cloud Consultant,Microsoft,"Seattle, WA",Contract,"Terraform, AWS, Google Cloud, Java, DevOps",Mid-level,160112,1/4/2021
Cloud Architect,Microsoft,"Austin, TX",Contract,"Java, Kubernetes, Terraform, Python, DevOps",Entry-level,188635,7/25/2019
DevOps Engineer,Oracle,"Seattle, WA",Part-time,"Docker, AWS, Google Cloud",Mid-level,136602,5/2/2022
Cloud Architect,Cisco,"Seattle, WA",Full-time,"DevOps, Java, CI/CD, Docker, Terraform",Mid-level,199634,2/5/2023
Senior Cloud Engineer,Google,"Boston, MA",Part-time,"Java, AWS, Terraform, DevOps",Mid-level,141184,8/22/2023
DevOps Engineer,Accenture,"Boston, MA",Part-time,"Terraform, Java, CI/CD, Docker",Senior,142920,7/14/2022
Senior Cloud Engineer,Adobe,"Boston, MA",Part-time,"Docker, AWS, Python",Lead,108815,6/13/2023
AWS Solutions Architect,Microsoft,"San Francisco, CA",Part-time,"CI/CD, Google Cloud, Azure",Senior,132730,7/6/2019
DevOps Engineer,Salesforce,"Seattle, WA",Full-time,"CI/CD, Google Cloud, Kubernetes, Java, Terraform",Lead,160564,10/20/2023
Cloud Architect,Salesforce,"Austin, TX",Contract,"Docker, Google Cloud, Azure, Kubernetes",Senior,199283,9/29/2022
AWS Solutions Architect,VMware,"Austin, TX",Remote,"Google Cloud, Python, Terraform, AWS",Lead,93520,8/28/2020
Cloud Consultant,IBM,"San Francisco, CA",Remote,"Azure, DevOps, AWS",Director,175990,5/8/2021
Cloud Architect,Adobe,"Chicago, IL",Remote,"Azure, DevOps, Terraform, AWS",Director,94827,9/29/2021
AWS Solutions Architect,Accenture,"Boston, MA",Full-time,"Kubernetes, DevOps, Python, Google Cloud, AWS",Lead,158476,11/15/2023
Cloud Architect,Google,"Boston, MA",Remote,"DevOps, CI/CD, Java",Entry-level,98722,4/7/2023
AWS Solutions Architect,IBM,"Boston, MA",Contract,"Google Cloud, Kubernetes, CI/CD, Python",Lead,110163,5/4/2019
Senior Cloud Engineer,Microsoft,"New York, NY",Remote,"Java, CI/CD, Kubernetes",Director,174516,6/29/2019
Cloud Architect,Salesforce,"San Francisco, CA",Full-time,"Kubernetes, Java, AWS",Senior,189397,1/6/2024
Senior Cloud Engineer,Cisco,"San Francisco, CA",Contract,"Terraform, CI/CD, Python, Java",Lead,153465,5/21/2023
AWS Solutions Architect,IBM,"New York, NY",Remote,"Docker, AWS, CI/CD, Kubernetes, Java",Senior,118086,3/10/2019
Cloud Architect,Salesforce,"Seattle, WA",Contract,"Kubernetes, DevOps, Docker",Senior,186797,12/25/2019
AWS Solutions Architect,Salesforce,"Boston, MA",Remote,"DevOps, Azure, Docker",Director,131128,2/2/2021
Cloud Architect,VMware,"Seattle, WA",Part-time,"Azure, Docker, Terraform, CI/CD, DevOps",Mid-level,181567,4/20/2022
Cloud Consultant,Amazon,"Seattle, WA",Remote,"Docker, Azure, AWS",Lead,111350,2/23/2024
DevOps Engineer,IBM,"Boston, MA",Full-time,"Docker, Azure, Terraform, AWS",Mid-level,165290,1/16/2020
AWS Solutions Architect,Adobe,"Boston, MA",Full-time,"Azure, Google Cloud, Python, Kubernetes",Entry-level,96494,8/11/2023
DevOps Engineer,Oracle,"Seattle, WA",Part-time,"Java, AWS, DevOps",Director,122399,5/16/2024
Cloud Consultant,Amazon,"Austin, TX",Contract,"Azure, AWS, CI/CD",Director,124760,10/15/2021
Cloud Architect,Cisco,"Boston, MA",Full-time,"Kubernetes, AWS, Google Cloud, Azure, Java",Entry-level,97447,4/16/2020
Senior Cloud Engineer,Amazon,"New York, NY",Full-time,"Python, Java, CI/CD, Google Cloud",Senior,198315,5/22/2019
Cloud Architect,Oracle,"Chicago, IL",Contract,"Python, CI/CD, Java",Entry-level,157861,1/9/2021
Cloud Consultant,IBM,"Seattle, WA",Full-time,"CI/CD, AWS, Terraform",Lead,158448,2/12/2022
AWS Solutions Architect,Accenture,"Seattle, WA",Full-time,"AWS, DevOps, Terraform, Docker",Mid-level,159755,12/24/2019
Senior Cloud Engineer,Amazon,"San Francisco, CA",Remote,"DevOps, AWS, Docker, CI/CD",Lead,146643,3/16/2024
Cloud Consultant,IBM,"Seattle, WA",Full-time,"CI/CD, Azure, Google Cloud",Director,98727,9/26/2022
Cloud Consultant,Google,"Chicago, IL",Remote,"Java, Kubernetes, Python",Director,174242,5/8/2024
Senior Cloud Engineer,Adobe,"New York, NY",Contract,"Docker, Terraform, Java, AWS",Entry-level,97270,12/31/2024
DevOps Engineer,Cisco,"San Francisco, CA",Remote,"AWS, Java, DevOps",Director,185423,5/8/2023
Senior Cloud Engineer,Amazon,"Austin, TX",Remote,"Terraform, Java, Docker, Azure, Python",Lead,138026,7/29/2019
Cloud Consultant,Amazon,"Chicago, IL",Contract,"Google Cloud, Python, Kubernetes",Entry-level,157137,6/29/2024
DevOps Engineer,IBM,"New York, NY",Contract,"AWS, DevOps, Python, Kubernetes",Director,177907,10/16/2024
Cloud Architect,Amazon,"San Francisco, CA",Remote,"Python, CI/CD, Docker",Senior,155977,9/27/2021
Cloud Consultant,Cisco,"Boston, MA",Remote,"DevOps, Java, Docker, Terraform, AWS",Lead,128216,8/13/2023
AWS Solutions Architect,Salesforce,"Boston, MA",Part-time,"Azure, Java, DevOps",Senior,189364,5/25/2024
DevOps Engineer,Google,"New York, NY",Remote,"AWS, Java, CI/CD",Senior,114384,8/7/2019
AWS Solutions Architect,Amazon,"Boston, MA",Part-time,"Kubernetes, DevOps, Google Cloud",Lead,111085,3/31/2024
AWS Solutions Architect,Salesforce,"San Francisco, CA",Part-time,"Google Cloud, Docker, Java, Terraform",Mid-level,110616,11/17/2023
DevOps Engineer,Oracle,"Boston, MA",Part-time,"Python, Kubernetes, Google Cloud",Lead,110504,11/13/2023
Senior Cloud Engineer,IBM,"Seattle, WA",Contract,"Java, Azure, Kubernetes, Python",Lead,194770,10/9/2021
Senior Cloud Engineer,Google,"Seattle, WA",Contract,"Kubernetes, AWS, Google Cloud, Java",Entry-level,161278,10/5/2024
Cloud Architect,Oracle,"Austin, TX",Full-time,"Azure, Kubernetes, DevOps",Entry-level,125197,9/5/2024
DevOps Engineer,Cisco,"Seattle, WA",Contract,"AWS, Google Cloud, Python, Docker",Senior,111485,7/22/2022
AWS Solutions Architect,IBM,"Boston, MA",Remote,"Azure, Terraform, Python, Docker, CI/CD",Entry-level,186388,10/18/2020
Cloud Architect,Adobe,"Seattle, WA",Part-time,"Java, AWS, Python, Google Cloud, Azure",Senior,106838,3/19/2021
Cloud Architect,VMware,"Austin, TX",Part-time,"DevOps, Terraform, CI/CD",Senior,190370,6/19/2019
Senior Cloud Engineer,Accenture,"San Francisco, CA",Part-time,"AWS, Docker, Google Cloud",Entry-level,144726,2/22/2023
Cloud Consultant,Salesforce,"Chicago, IL",Contract,"AWS, DevOps, Azure",Mid-level,182197,2/26/2021
DevOps Engineer,Google,"Austin, TX",Full-time,"Python, AWS, Kubernetes, Google Cloud",Entry-level,137942,11/19/2019
DevOps Engineer,Microsoft,"San Francisco, CA",Contract,"Python, Kubernetes, AWS, Java",Senior,154308,11/11/2022
Senior Cloud Engineer,Adobe,"Boston, MA",Full-time,"Java, Python, Kubernetes",Director,135116,4/12/2023
DevOps Engineer,Amazon,"Chicago, IL",Full-time,"Python, Terraform, Azure",Senior,179716,12/10/2023
Senior Cloud Engineer,Accenture,"Chicago, IL",Remote,"Python, CI/CD, Kubernetes",Senior,100734,2/28/2024
Senior Cloud Engineer,Amazon,"Austin, TX",Part-time,"DevOps, CI/CD, Terraform, Azure",Mid-level,171061,1/27/2021
Cloud Architect,Cisco,"Chicago, IL",Full-time,"Terraform, Kubernetes, DevOps, Google Cloud, CI/CD",Mid-level,117884,7/11/2022
DevOps Engineer,Oracle,"Chicago, IL",Remote,"Python, AWS, Terraform",Lead,154006,3/31/2024
Senior Cloud Engineer,Google,"New York, NY",Contract,"Google Cloud, Python, AWS, Kubernetes",Entry-level,184073,12/4/2020
AWS Solutions Architect,Adobe,"Austin, TX",Remote,"Terraform, Docker, Kubernetes, DevOps",Director,155843,8/15/2019
Cloud Consultant,Accenture,"Boston, MA",Remote,"Docker, Java, Google Cloud",Mid-level,165273,4/29/2024
DevOps Engineer,Microsoft,"New York, NY",Remote,"DevOps, Kubernetes, Java, Terraform, Docker",Entry-level,91681,7/7/2021
Cloud Consultant,IBM,"San Francisco, CA",Remote,"CI/CD, Kubernetes, AWS, Java",Entry-level,154113,7/9/2021
AWS Solutions Architect,Cisco,"Austin, TX",Remote,"CI/CD, Azure, Google Cloud",Mid-level,198251,11/18/2023
Senior Cloud Engineer,Google,"Seattle, WA",Contract,"Java, Azure, Google Cloud",Director,153138,12/4/2024
AWS Solutions Architect,Cisco,"Boston, MA",Contract,"Terraform, Kubernetes, DevOps",Entry-level,112668,10/29/2023
Cloud Consultant,Adobe,"Austin, TX",Full-time,"CI/CD, DevOps, Kubernetes, Terraform",Lead,99185,6/3/2022
DevOps Engineer,Accenture,"San Francisco, CA",Remote,"Terraform, Docker, Python, DevOps",Senior,140278,4/27/2023
AWS Solutions Architect,Oracle,"Chicago, IL",Remote,"Google Cloud, Java, DevOps",Entry-level,111111,7/18/2024
AWS Solutions Architect,Accenture,"Boston, MA",Contract,"Docker, Azure, Kubernetes, DevOps, CI/CD",Director,183699,1/19/2022
AWS Solutions Architect,Oracle,"Chicago, IL",Part-time,"DevOps, Terraform, Python, Google Cloud, Kubernetes",Director,152589,7/9/2020
Senior Cloud Engineer,Adobe,"Seattle, WA",Remote,"Docker, Azure, Java, CI/CD, DevOps",Mid-level,103010,4/19/2024
Cloud Consultant,VMware,"Seattle, WA",Part-time,"Kubernetes, Azure, Docker, Java, AWS",Entry-level,140609,4/26/2022
Cloud Consultant,Salesforce,"Seattle, WA",Contract,"AWS, Java, Docker, Python",Mid-level,183424,8/28/2019
Cloud Architect,Google,"Chicago, IL",Part-time,"Python, CI/CD, Azure",Lead,150901,2/18/2023
Cloud Consultant,VMware,"Boston, MA",Full-time,"CI/CD, DevOps, Python",Mid-level,107583,3/3/2020
AWS Solutions Architect,IBM,"San Francisco, CA",Remote,"Python, Kubernetes, AWS",Director,145634,7/14/2023
Senior Cloud Engineer,Microsoft,"Chicago, IL",Remote,"Google Cloud, Python, AWS",Director,102447,8/8/2020
Senior Cloud Engineer,Amazon,"Boston, MA",Part-time,"Azure, DevOps, Kubernetes, CI/CD, Google Cloud",Senior,131400,1/4/2021
AWS Solutions Architect,VMware,"San Francisco, CA",Full-time,"Terraform, Python, Azure",Lead,182762,5/18/2022
Cloud Architect,Cisco,"Chicago, IL",Remote,"Azure, Terraform, DevOps",Director,188966,4/3/2023
Cloud Consultant,Accenture,"Austin, TX",Part-time,"DevOps, AWS, Google Cloud, Python",Lead,194603,7/19/2021
Cloud Architect,IBM,"San Francisco, CA",Remote,"Azure, Google Cloud, CI/CD, Java",Mid-level,101186,3/17/2022
DevOps Engineer,Accenture,"San Francisco, CA",Remote,"Azure, CI/CD, Python",Mid-level,115078,8/21/2023
AWS Solutions Architect,VMware,"Austin, TX",Contract,"CI/CD, AWS, Terraform",Senior,170860,9/27/2021
Cloud Architect,Google,"Seattle, WA",Full-time,"AWS, Java, Kubernetes, CI/CD, Python",Entry-level,152886,11/25/2020
DevOps Engineer,Accenture,"Seattle, WA",Part-time,"Docker, Kubernetes, AWS, Java, Google Cloud",Entry-level,186639,3/14/2023
Cloud Consultant,Amazon,"New York, NY",Full-time,"CI/CD, Google Cloud, AWS",Entry-level,115155,12/20/2020
Cloud Consultant,Cisco,"San Francisco, CA",Remote,"Kubernetes, CI/CD, AWS, Python, Azure",Lead,190105,12/6/2022
Senior Cloud Engineer,Google,"New York, NY",Contract,"AWS, Docker, DevOps",Mid-level,193096,6/25/2020
Senior Cloud Engineer,Oracle,"Austin, TX",Contract,"Docker, DevOps, Terraform, Python",Mid-level,104636,9/27/2024
Cloud Architect,VMware,"San Francisco, CA",Remote,"Python, CI/CD, Azure, AWS, Kubernetes",Entry-level,167958,9/25/2021
AWS Solutions Architect,Microsoft,"New York, NY",Part-time,"Java, Docker, Kubernetes",Entry-level,190517,1/20/2025
Cloud Consultant,Accenture,"Seattle, WA",Full-time,"Python, Azure, Java, AWS, Google Cloud",Lead,120267,9/9/2019
Cloud Architect,Microsoft,"San Francisco, CA",Contract,"CI/CD, Terraform, DevOps",Senior,153589,12/23/2019
Senior Cloud Engineer,Cisco,"San Francisco, CA",Contract,"DevOps, Google Cloud, Kubernetes, CI/CD",Senior,104328,2/3/2022
Cloud Consultant,Cisco,"San Francisco, CA",Full-time,"Azure, Java, Python",Mid-level,160837,7/13/2023
Cloud Consultant,Oracle,"New York, NY",Part-time,"DevOps, Azure, Docker, AWS",Lead,139473,10/4/2021
Cloud Consultant,Oracle,"New York, NY",Full-time,"Azure, Terraform, Kubernetes, Python",Director,153357,2/11/2023
AWS Solutions Architect,IBM,"San Francisco, CA",Full-time,"Terraform, CI/CD, Docker",Lead,132780,9/13/2021
Cloud Architect,Google,"San Francisco, CA",Contract,"Google Cloud, Terraform, Python, Docker",Director,112756,7/16/2020
Cloud Consultant,Microsoft,"Seattle, WA",Contract,"Python, Terraform, AWS",Director,184575,7/31/2021
DevOps Engineer,Salesforce,"San Francisco, CA",Contract,"CI/CD, Java, Kubernetes",Mid-level,163822,10/15/2022
Cloud Architect,Salesforce,"Seattle, WA",Full-time,"Java, Python, DevOps, Azure",Senior,98384,11/19/2024
Cloud Consultant,Google,"Boston, MA",Full-time,"CI/CD, AWS, Google Cloud, Python, Terraform",Mid-level,160438,9/5/2021
Cloud Architect,Accenture,"Austin, TX",Remote,"DevOps, Azure, Java, Terraform, AWS",Senior,196095,3/23/2021
AWS Solutions Architect,Oracle,"Boston, MA",Remote,"Azure, DevOps, Java",Lead,198115,2/27/2024
Senior Cloud Engineer,Oracle,"Austin, TX",Full-time,"Google Cloud, Java, Docker",Director,139109,4/14/2020
Senior Cloud Engineer,Accenture,"Austin, TX",Remote,"DevOps, Kubernetes, Docker",Lead,91617,11/15/2021
Senior Cloud Engineer,Salesforce,"New York, NY",Full-time,"Azure, CI/CD, Docker, Python",Lead,142416,4/3/2019
Cloud Consultant,IBM,"Seattle, WA",Full-time,"Java, Docker, Terraform, Python, Azure",Senior,179763,5/9/2019
